LSOA code,season,count
E01019406,2,34
E01019406,3,12
E01019407,1,56
E01019407,2,63
E01019407,3,58
E01019408,1,15
E01019408,2,22
E01019408,3,30
E01019409,1,14
E01019409,2,23
E01019409,3,16
E01019410,1,14
E01019410,2,27
E01019410,3,20
E01019411,1,18
E01019411,2,23
E01019411,3,30
E01019412,1,19
E01019412,2,32
E01019412,3,24
E01019413,1,11
E01019413,2,15
E01019413,3,12
E01019414,1,14
E01019414,2,14
E01019414,3,15
E01019415,1,21
E01019415,2,28
E01019415,3,31
E01019416,1,10
E01019416,2,20
E01019416,3,23
E01019417,1,26
E01019417,2,28
E01019417,3,27
E01019418,1,25
E01019418,2,31
E01019418,3,30
E01019419,1,28
E01019419,2,39
E01019419,3,24
E01019420,1,30
E01019420,2,34
E01019420,3,39
E01019421,1,17
E01019421,2,15
E01019421,3,22
E01019422,1,23
E01019422,2,16
E01019422,3,23
E01019423,1,25
E01019423,2,14
E01019423,3,29
E01019424,1,15
E01019424,2,14
E01019424,3,25
E01019425,1,19
E01019425,2,22
E01019425,3,19
E01019426,1,26
E01019426,2,19
E01019426,3,29
E01019427,1,36
E01019427,2,22
E01019427,3,34
E01019428,1,11
E01019428,2,10
E01019428,3,17
E01019429,1,14
E01019429,2,20
E01019429,3,19
E01019430,1,28
E01019430,2,22
E01019430,3,18
E01019431,1,24
E01019431,2,34
E01019431,3,43
E01019432,1,22
E01019432,2,29
E01019432,3,33
E01019433,1,38
E01019433,2,40
E01019433,3,43
E01019434,1,35
E01019434,2,29
E01019434,3,31
E01019435,1,19
E01019435,2,21
E01019435,3,30
E01019436,1,56
E01019436,2,43
E01019436,3,52
E01019437,1,16
E01019437,2,20
E01019437,3,32
E01019438,1,29
E01019438,2,39
E01019438,3,45
E01019439,1,17
E01019439,2,27
E01019439,3,31
E01019440,1,67
E01019440,2,40
E01019440,3,82
E01019441,1,58
E01019441,2,47
E01019441,3,64
E01019442,1,27
E01019442,2,32
E01019442,3,33
E01019443,1,41
E01019443,2,26
E01019443,3,37
E01019444,1,46
E01019444,2,59
E01019444,3,49
E01019445,1,43
E01019445,2,30
E01019445,3,30
E01019446,1,10
E01019446,2,13
E01019446,3,20
E01019447,1,21
E01019447,2,26
E01019447,3,32
E01019448,1,41
E01019448,2,30
E01019448,3,48
E01019449,1,23
E01019449,2,24
E01019449,3,37
E01019450,1,25
E01019450,2,20
E01019450,3,46
E01019451,1,64
E01019451,2,68
E01019451,3,47
E01019452,1,29
E01019452,2,28
E01019452,3,28
E01019453,1,96
E01019453,2,83
E01019453,3,119
E01019454,1,11
E01019454,2,11
E01019454,3,13
E01019455,1,38
E01019455,2,26
E01019455,3,27
E01019456,1,53
E01019456,2,51
E01019456,3,55
E01019457,1,15
E01019457,2,15
E01019457,3,24
E01019458,1,75
E01019458,2,83
E01019458,3,96
E01019459,1,24
E01019459,2,18
E01019459,3,18
E01019460,1,20
E01019460,2,14
E01019460,3,17
E01019461,1,22
E01019461,2,21
E01019461,3,20
E01019462,1,12
E01019462,2,9
E01019462,3,11
E01019463,1,22
E01019463,2,22
E01019463,3,27
E01019464,1,40
E01019464,2,36
E01019464,3,41
E01019465,1,13
E01019465,2,15
E01019465,3,26
E01019467,1,38
E01019467,2,29
E01019467,3,51
E01019468,1,44
E01019468,2,47
E01019468,3,49
E01019469,1,35
E01019469,2,38
E01019469,3,31
E01019470,1,33
E01019470,2,38
E01019470,3,44
E01019471,1,98
E01019471,2,92
E01019471,3,87
E01019472,1,96
E01019472,2,76
E01019472,3,91
E01019473,1,20
E01019473,2,18
E01019473,3,20
E01019474,1,6
E01019474,2,19
E01019474,3,9
E01019475,1,12
E01019475,2,22
E01019475,3,14
E01019476,1,18
E01019476,2,26
E01019476,3,18
E01019477,1,47
E01019477,2,62
E01019477,3,62
E01019478,1,51
E01019478,2,41
E01019478,3,40
E01019479,1,28
E01019479,2,36
E01019479,3,33
E01019480,1,30
E01019480,2,19
E01019480,3,17
E01019481,1,30
E01019481,2,11
E01019481,3,16
E01019482,1,31
E01019482,2,13
E01019482,3,28
E01019483,1,63
E01019483,2,89
E01019483,3,88
E01019484,1,47
E01019484,2,53
E01019484,3,57
E01019485,1,43
E01019485,2,27
E01019485,3,42
E01019486,1,27
E01019486,2,17
E01019486,3,17
E01019487,1,32
E01019487,2,26
E01019487,3,32
E01019488,1,46
E01019488,2,60
E01019488,3,67
E01019489,1,21
E01019489,2,25
E01019489,3,29
E01019490,1,8
E01019490,2,14
E01019490,3,15
E01019491,1,63
E01019491,2,67
E01019491,3,80
E01019492,1,36
E01019492,2,32
E01019492,3,57
E01019493,1,18
E01019493,2,9
E01019493,3,17
E01019494,1,54
E01019494,2,41
E01019494,3,49
E01019495,1,23
E01019495,2,28
E01019495,3,25
E01019496,1,33
E01019496,2,55
E01019496,3,65
E01019497,1,58
E01019497,2,63
E01019497,3,61
E01019498,1,82
E01019498,2,88
E01019498,3,88
E01019499,1,24
E01019499,2,23
E01019499,3,43
E01019500,1,35
E01019500,2,39
E01019500,3,39
E01019501,1,17
E01019501,2,21
E01019501,3,21
E01019502,1,32
E01019502,2,20
E01019502,3,34
E01019503,1,55
E01019503,2,65
E01019503,3,46
E01019504,1,32
E01019504,2,23
E01019504,3,23
E01019505,1,43
E01019505,2,25
E01019505,3,24
E01019506,1,16
E01019506,2,20
E01019506,3,17
E01019507,1,102
E01019507,2,99
E01019507,3,87
E01019508,1,44
E01019508,2,40
E01019508,3,54
E01019509,1,26
E01019509,2,33
E01019509,3,35
E01019510,1,16
E01019510,2,31
E01019510,3,25
E01019511,1,43
E01019511,2,34
E01019511,3,46
E01019512,1,61
E01019512,2,53
E01019512,3,57
E01019513,1,25
E01019513,2,48
E01019513,3,30
E01019514,1,24
E01019514,2,25
E01019514,3,19
E01019515,1,23
E01019515,2,26
E01019515,3,24
E01019516,1,41
E01019516,2,49
E01019516,3,35
E01019517,1,19
E01019517,2,19
E01019517,3,15
E01019518,1,20
E01019518,2,14
E01019518,3,21
E01019519,1,29
E01019519,2,13
E01019519,3,20
E01019520,1,50
E01019520,2,52
E01019520,3,51
E01019521,1,25
E01019521,2,34
E01019521,3,42
E01019522,1,44
E01019522,2,44
E01019522,3,41
E01019523,1,22
E01019523,2,26
E01019523,3,24
E01019524,1,50
E01019524,2,46
E01019524,3,44
E01019525,1,33
E01019525,2,30
E01019525,3,35
E01019526,1,27
E01019526,2,26
E01019526,3,13
E01019527,1,37
E01019527,2,34
E01019527,3,46
E01019528,1,24
E01019528,2,20
E01019528,3,24
E01019529,1,20
E01019529,2,20
E01019529,3,27
E01019530,1,21
E01019530,2,19
E01019530,3,21
E01019531,1,21
E01019531,2,40
E01019531,3,37
E01019532,1,17
E01019532,2,22
E01019532,3,18
E01019533,1,27
E01019533,2,29
E01019533,3,27
E01019534,1,23
E01019534,2,24
E01019534,3,26
E01019535,1,21
E01019535,2,20
E01019535,3,23
E01019536,1,25
E01019536,2,38
E01019536,3,31
E01019537,1,47
E01019537,2,45
E01019537,3,37
E01019538,1,85
E01019538,2,62
E01019538,3,54
E01019539,1,37
E01019539,2,29
E01019539,3,33
E01019540,1,43
E01019540,2,30
E01019540,3,34
E01019541,1,25
E01019541,2,25
E01019541,3,38
E01019542,1,106
E01019542,2,119
E01019542,3,104
E01019543,1,42
E01019543,2,43
E01019543,3,37
E01019544,1,33
E01019544,2,35
E01019544,3,32
E01019545,1,38
E01019545,2,35
E01019545,3,34
E01019546,1,34
E01019546,2,24
E01019546,3,39
E01019547,1,33
E01019547,2,40
E01019547,3,32
E01019548,1,62
E01019548,2,48
E01019548,3,76
E01019549,1,29
E01019549,2,27
E01019549,3,43
E01019550,1,19
E01019550,2,22
E01019550,3,14
E01019551,1,7
E01019551,2,13
E01019551,3,13
E01019552,1,25
E01019552,2,22
E01019552,3,25
E01019553,1,20
E01019553,2,14
E01019553,3,16
E01019554,1,52
E01019554,2,53
E01019554,3,42
E01019555,1,22
E01019555,2,29
E01019555,3,31
E01019556,1,39
E01019556,2,36
E01019556,3,24
E01019557,1,23
E01019557,2,23
E01019557,3,32
E01019558,1,12
E01019558,2,9
E01019558,3,16
E01019559,1,8
E01019559,2,6
E01019559,3,4
E01019560,1,19
E01019560,2,19
E01019560,3,33
E01019561,1,26
E01019561,2,45
E01019561,3,37
E01019562,1,14
E01019562,2,25
E01019562,3,35
E01019563,1,16
E01019563,2,29
E01019563,3,24
E01019564,1,40
E01019564,2,43
E01019564,3,35
E01019565,1,59
E01019565,2,34
E01019565,3,46
E01019566,1,59
E01019566,2,77
E01019566,3,74
E01019567,1,26
E01019567,2,27
E01019567,3,24
E01019568,1,26
E01019568,2,33
E01019568,3,28
E01019569,1,78
E01019569,2,86
E01019569,3,95
E01019570,1,39
E01019570,2,27
E01019570,3,42
E01019571,1,35
E01019571,2,29
E01019571,3,35
E01019572,1,35
E01019572,2,33
E01019572,3,17
E01019573,1,62
E01019573,2,58
E01019573,3,54
E01019574,1,106
E01019574,2,113
E01019574,3,79
E01019575,1,38
E01019575,2,30
E01019575,3,37
E01019576,1,37
E01019576,2,41
E01019576,3,36
E01019577,1,43
E01019577,2,34
E01019577,3,52
E01019578,1,51
E01019578,2,52
E01019578,3,40
E01019579,1,88
E01019579,2,73
E01019579,3,85
E01019580,1,24
E01019580,2,32
E01019580,3,33
E01019581,1,28
E01019581,2,40
E01019581,3,24
E01019582,1,23
E01019582,2,25
E01019582,3,29
E01019583,1,33
E01019583,2,26
E01019583,3,24
E01019585,1,48
E01019585,2,35
E01019585,3,53
E01019586,1,24
E01019586,2,17
E01019586,3,16
E01019587,1,17
E01019587,2,15
E01019587,3,20
E01019588,1,28
E01019588,2,16
E01019588,3,13
E01019589,1,20
E01019589,2,20
E01019589,3,31
E01019590,1,37
E01019590,2,50
E01019590,3,51
E01019591,1,25
E01019591,2,16
E01019591,3,24
E01019592,1,30
E01019592,2,30
E01019592,3,22
E01019593,1,14
E01019593,2,11
E01019593,3,24
E01019594,1,13
E01019594,2,15
E01019594,3,13
E01019595,1,57
E01019595,2,43
E01019595,3,69
E01019596,1,25
E01019596,2,19
E01019596,3,21
E01019597,1,27
E01019597,2,18
E01019597,3,27
E01019598,1,30
E01019598,2,33
E01019598,3,23
E01019599,1,28
E01019599,2,15
E01019599,3,24
E01019600,1,50
E01019600,2,42
E01019600,3,35
E01019601,1,23
E01019601,2,16
E01019601,3,19
E01019602,1,40
E01019602,2,42
E01019602,3,30
E01019603,1,59
E01019603,2,35
E01019603,3,48
E01019604,1,30
E01019604,2,40
E01019604,3,42
E01019605,1,48
E01019605,2,35
E01019605,3,29
E01019606,1,29
E01019606,2,31
E01019606,3,44
E01019607,1,36
E01019607,2,35
E01019607,3,37
E01019608,1,22
E01019608,2,17
E01019608,3,22
E01019609,1,29
E01019609,2,13
E01019609,3,24
E01019610,1,12
E01019610,2,9
E01019610,3,15
E01019611,1,32
E01019611,2,28
E01019611,3,25
E01019612,1,34
E01019612,2,30
E01019612,3,35
E01019613,1,34
E01019613,2,29
E01019613,3,53
E01019614,1,52
E01019614,2,59
E01019614,3,63
E01019615,1,41
E01019615,2,57
E01019615,3,66
E01019616,1,26
E01019616,2,29
E01019616,3,21
E01019617,1,23
E01019617,2,25
E01019617,3,18
E01019618,1,28
E01019618,2,27
E01019618,3,24
E01019619,1,20
E01019619,2,30
E01019619,3,30
E01019620,1,36
E01019620,2,47
E01019620,3,37
E01019621,1,22
E01019621,2,14
E01019621,3,18
E01019622,1,16
E01019622,2,15
E01019622,3,10
E01019623,1,44
E01019623,2,38
E01019623,3,37
E01019624,1,14
E01019624,2,13
E01019624,3,14
E01019625,1,15
E01019625,2,24
E01019625,3,20
E01019626,1,35
E01019626,2,41
E01019626,3,25
E01019627,1,36
E01019627,2,22
E01019627,3,21
E01019628,1,24
E01019628,2,26
E01019628,3,14
E01019629,1,25
E01019629,2,42
E01019629,3,38
E01019630,1,12
E01019630,2,26
E01019630,3,17
E01019631,1,16
E01019631,2,43
E01019631,3,36
E01019632,1,17
E01019632,2,30
E01019632,3,18
E01019633,1,17
E01019633,2,13
E01019633,3,25
E01019634,1,20
E01019634,2,17
E01019634,3,41
E01019635,1,8
E01019635,2,13
E01019635,3,10
E01019636,1,22
E01019636,2,22
E01019636,3,26
E01019638,1,16
E01019638,2,19
E01019638,3,19
E01019639,1,27
E01019639,2,35
E01019639,3,22
E01019640,1,14
E01019640,2,24
E01019640,3,15
E01019641,1,21
E01019641,2,32
E01019641,3,25
E01019642,1,35
E01019642,2,32
E01019642,3,29
E01019643,1,28
E01019643,2,29
E01019643,3,31
E01019644,1,58
E01019644,2,67
E01019644,3,80
E01019645,1,41
E01019645,2,53
E01019645,3,46
E01019646,1,40
E01019646,2,31
E01019646,3,50
E01019647,1,105
E01019647,2,105
E01019647,3,92
E01019648,1,35
E01019648,2,23
E01019648,3,24
E01019649,1,33
E01019649,2,30
E01019649,3,40
E01019650,1,25
E01019650,2,23
E01019650,3,38
E01019651,1,38
E01019651,2,31
E01019651,3,32
E01019652,1,17
E01019652,2,10
E01019652,3,20
E01019653,1,40
E01019653,2,38
E01019653,3,28
E01019654,1,40
E01019654,2,38
E01019654,3,34
E01019655,1,30
E01019655,2,17
E01019655,3,27
E01019656,1,78
E01019656,2,46
E01019656,3,67
E01019657,1,52
E01019657,2,56
E01019657,3,76
E01019658,1,57
E01019658,2,45
E01019658,3,56
E01019659,1,25
E01019659,2,44
E01019659,3,43
E01019660,1,39
E01019660,2,64
E01019660,3,66
E01019661,1,85
E01019661,2,77
E01019661,3,93
E01019662,1,68
E01019662,2,87
E01019662,3,79
E01019663,1,30
E01019663,2,44
E01019663,3,50
E01019664,1,31
E01019664,2,26
E01019664,3,32
E01019665,1,32
E01019665,2,40
E01019665,3,38
E01019666,1,18
E01019666,2,18
E01019666,3,18
E01019667,1,25
E01019667,2,11
E01019667,3,10
E01019668,1,18
E01019668,2,19
E01019668,3,19
E01019669,1,18
E01019669,2,13
E01019669,3,16
E01019670,1,42
E01019670,2,36
E01019670,3,63
E01019671,1,74
E01019671,2,71
E01019671,3,91
E01019672,1,108
E01019672,2,121
E01019672,3,130
E01019673,1,12
E01019673,2,35
E01019673,3,33
E01019674,1,21
E01019674,2,22
E01019674,3,24
E01019675,1,53
E01019675,2,50
E01019675,3,54
E01019676,1,33
E01019676,2,41
E01019676,3,33
E01019677,1,29
E01019677,2,18
E01019677,3,19
E01019678,1,18
E01019678,2,25
E01019678,3,20
E01019679,1,44
E01019679,2,36
E01019679,3,34
E01019680,1,41
E01019680,2,31
E01019680,3,29
E01019681,1,59
E01019681,2,42
E01019681,3,27
E01019682,1,128
E01019682,2,109
E01019682,3,125
E01019683,1,38
E01019683,2,17
E01019683,3,34
E01019684,1,42
E01019684,2,18
E01019684,3,24
E01019685,1,84
E01019685,2,46
E01019685,3,61
E01019686,1,33
E01019686,2,27
E01019686,3,25
E01019687,1,23
E01019687,2,14
E01019687,3,18
E01019688,1,37
E01019688,2,30
E01019688,3,32
E01019689,1,28
E01019689,2,17
E01019689,3,24
E01019690,1,38
E01019690,2,33
E01019690,3,49
E01019691,1,51
E01019691,2,35
E01019691,3,38
E01019692,1,51
E01019692,2,33
E01019692,3,36
E01019693,1,52
E01019693,2,59
E01019693,3,66
E01019694,1,17
E01019694,2,12
E01019694,3,28
E01019695,1,42
E01019695,2,25
E01019695,3,23
E01019696,1,30
E01019696,2,21
E01019696,3,21
E01019697,1,32
E01019697,2,32
E01019697,3,28
E01019698,1,28
E01019698,2,24
E01019698,3,25
E01019699,1,64
E01019699,2,36
E01019699,3,65
E01019700,1,72
E01019700,2,61
E01019700,3,65
E01019701,1,39
E01019701,2,36
E01019701,3,39
E01019702,1,23
E01019702,2,23
E01019702,3,29
E01019703,1,34
E01019703,2,27
E01019703,3,25
E01019704,1,18
E01019704,2,17
E01019704,3,36
E01019705,1,30
E01019705,2,21
E01019705,3,37
E01019706,1,21
E01019706,2,14
E01019706,3,19
E01019707,1,22
E01019707,2,17
E01019707,3,18
E01019708,1,17
E01019708,2,15
E01019708,3,21
E01019709,1,16
E01019709,2,21
E01019709,3,25
E01019710,1,48
E01019710,2,51
E01019710,3,62
E01019711,1,24
E01019711,2,32
E01019711,3,20
E01019712,1,38
E01019712,2,34
E01019712,3,37
E01019713,1,13
E01019713,2,10
E01019713,3,14
E01019714,1,56
E01019714,2,44
E01019714,3,52
E01019715,1,43
E01019715,2,39
E01019715,3,30
E01019716,1,27
E01019716,2,22
E01019716,3,23
E01019717,1,100
E01019717,2,68
E01019717,3,82
E01019718,1,27
E01019718,2,36
E01019718,3,43
E01019719,1,25
E01019719,2,32
E01019719,3,36
E01019720,1,13
E01019720,2,20
E01019720,3,19
E01019721,1,13
E01019721,2,22
E01019721,3,17
E01019722,1,60
E01019722,2,40
E01019722,3,48
E01019723,1,70
E01019723,2,55
E01019723,3,57
E01019724,1,19
E01019724,2,11
E01019724,3,18
E01019725,1,24
E01019725,2,13
E01019725,3,26
E01019726,1,31
E01019726,2,24
E01019726,3,23
E01019727,1,51
E01019727,2,60
E01019727,3,34
E01019728,1,26
E01019728,2,18
E01019728,3,8
E01019729,1,20
E01019729,2,22
E01019729,3,18
E01019730,1,31
E01019730,2,34
E01019730,3,38
E01019731,1,21
E01019731,2,28
E01019731,3,20
E01019732,1,26
E01019732,2,42
E01019732,3,21
E01019733,1,21
E01019733,2,25
E01019733,3,18
E01019734,1,52
E01019734,2,31
E01019734,3,34
E01019735,1,62
E01019735,2,55
E01019735,3,62
E01019736,1,31
E01019736,2,59
E01019736,3,58
E01019737,1,56
E01019737,2,32
E01019737,3,43
E01019738,1,21
E01019738,2,26
E01019738,3,26
E01019739,1,37
E01019739,2,44
E01019739,3,47
E01019740,1,26
E01019740,2,15
E01019740,3,17
E01019741,1,14
E01019741,2,20
E01019741,3,15
E01019742,1,15
E01019742,2,12
E01019742,3,22
E01019743,1,16
E01019743,2,21
E01019743,3,23
E01019744,1,18
E01019744,2,22
E01019744,3,27
E01019745,1,25
E01019745,2,34
E01019745,3,31
E01019746,1,49
E01019746,2,30
E01019746,3,38
E01019747,1,26
E01019747,2,24
E01019747,3,42
E01019748,1,47
E01019748,2,40
E01019748,3,46
E01019749,1,32
E01019749,2,18
E01019749,3,19
E01019750,1,21
E01019750,2,17
E01019750,3,22
E01019751,1,26
E01019751,2,23
E01019751,3,31
E01019752,1,27
E01019752,2,17
E01019752,3,19
E01019753,1,33
E01019753,2,29
E01019753,3,16
E01019754,1,49
E01019754,2,52
E01019754,3,55
E01019755,1,70
E01019755,2,49
E01019755,3,41
E01019756,1,26
E01019756,2,9
E01019756,3,12
E01019757,1,20
E01019757,2,29
E01019757,3,20
E01019758,1,24
E01019758,2,24
E01019758,3,37
E01019759,1,45
E01019759,2,22
E01019759,3,38
E01019760,1,21
E01019760,2,12
E01019760,3,5
E01019761,1,25
E01019761,2,23
E01019761,3,27
E01019762,1,39
E01019762,2,25
E01019762,3,36
E01019763,1,49
E01019763,2,50
E01019763,3,41
E01019764,1,17
E01019764,2,15
E01019764,3,18
E01019765,1,39
E01019765,2,31
E01019765,3,50
E01019766,1,28
E01019766,2,34
E01019766,3,21
E01019767,1,26
E01019767,2,40
E01019767,3,33
E01019768,1,28
E01019768,2,36
E01019768,3,28
E01019769,1,32
E01019769,2,38
E01019769,3,41
E01019770,1,71
E01019770,2,53
E01019770,3,66
E01019771,1,41
E01019771,2,34
E01019771,3,33
E01019772,1,20
E01019772,2,27
E01019772,3,20
E01019773,1,81
E01019773,2,52
E01019773,3,52
E01019774,1,17
E01019774,2,12
E01019774,3,19
E01019775,1,52
E01019775,2,55
E01019775,3,34
E01019776,1,25
E01019776,2,22
E01019776,3,17
E01019777,1,36
E01019777,2,57
E01019777,3,35
E01019778,1,19
E01019778,2,22
E01019778,3,28
E01019779,1,19
E01019779,2,19
E01019779,3,38
E01019780,1,14
E01019780,2,22
E01019780,3,20
E01019781,1,27
E01019781,2,17
E01019781,3,21
E01019782,1,38
E01019782,2,41
E01019782,3,55
E01019783,1,10
E01019783,2,8
E01019783,3,13
E01019784,1,8
E01019784,2,7
E01019784,3,13
E01019785,1,14
E01019785,2,11
E01019785,3,18
E01019786,1,33
E01019786,2,23
E01019786,3,47
E01019787,1,55
E01019787,2,29
E01019787,3,28
E01019788,1,27
E01019788,2,13
E01019788,3,34
E01019790,1,29
E01019790,2,22
E01019790,3,37
E01019791,1,54
E01019791,2,45
E01019791,3,43
E01019792,1,32
E01019792,2,29
E01019792,3,24
E01019793,1,10
E01019793,2,10
E01019793,3,30
E01019794,1,17
E01019794,2,13
E01019794,3,39
E01019795,1,23
E01019795,2,23
E01019795,3,41
E01019796,1,28
E01019796,2,16
E01019796,3,15
E01019797,1,15
E01019797,2,18
E01019797,3,18
E01019798,1,28
E01019798,2,33
E01019798,3,32
E01019799,1,90
E01019799,2,77
E01019799,3,65
E01019800,1,32
E01019800,2,25
E01019800,3,37
E01019801,1,24
E01019801,2,19
E01019801,3,29
E01019802,1,33
E01019802,2,49
E01019802,3,44
E01019803,1,35
E01019803,2,42
E01019803,3,33
E01019804,1,19
E01019804,2,15
E01019804,3,21
E01019805,1,13
E01019805,2,12
E01019805,3,18
E01019806,1,35
E01019806,2,26
E01019806,3,37
E01019807,1,34
E01019807,2,30
E01019807,3,32
E01019808,1,18
E01019808,2,26
E01019808,3,39
E01019809,1,10
E01019809,2,13
E01019809,3,22
E01019810,1,28
E01019810,2,25
E01019810,3,27
E01019811,1,19
E01019811,2,16
E01019811,3,24
E01019812,1,25
E01019812,2,27
E01019812,3,17
E01019813,1,15
E01019813,2,19
E01019813,3,9
E01019814,1,21
E01019814,2,36
E01019814,3,26
E01019815,1,64
E01019815,2,51
E01019815,3,60
E01019816,1,70
E01019816,2,42
E01019816,3,51
E01019817,1,13
E01019817,2,10
E01019817,3,5
E01019818,1,29
E01019818,2,17
E01019818,3,20
E01019819,1,24
E01019819,2,18
E01019819,3,25
E01019820,1,25
E01019820,2,14
E01019820,3,16
E01019821,1,25
E01019821,2,9
E01019821,3,19
E01019822,1,20
E01019822,2,33
E01019822,3,24
E01019823,1,13
E01019823,2,13
E01019823,3,25
E01019824,1,14
E01019824,2,8
E01019824,3,11
E01019825,1,14
E01019825,2,16
E01019825,3,16
E01019826,1,5
E01019826,2,23
E01019826,3,16
E01019827,1,40
E01019827,2,41
E01019827,3,37
E01019828,1,20
E01019828,2,9
E01019828,3,19
E01019829,1,14
E01019829,2,9
E01019829,3,21
E01019830,1,12
E01019830,2,12
E01019830,3,22
E01019831,1,20
E01019831,2,14
E01019831,3,20
E01019832,1,84
E01019832,2,70
E01019832,3,89
E01019833,1,57
E01019833,2,47
E01019833,3,41
E01019834,1,58
E01019834,2,56
E01019834,3,65
E01019835,1,47
E01019835,2,38
E01019835,3,44
E01019837,1,48
E01019837,2,30
E01019837,3,42
E01019838,1,31
E01019838,2,20
E01019838,3,21
E01019839,1,47
E01019839,2,54
E01019839,3,40
E01019840,1,19
E01019840,2,15
E01019840,3,24
E01019841,1,51
E01019841,2,35
E01019841,3,33
E01019842,1,13
E01019842,2,19
E01019842,3,27
E01019843,1,45
E01019843,2,56
E01019843,3,41
E01019844,1,17
E01019844,2,21
E01019844,3,22
E01019845,1,21
E01019845,2,14
E01019845,3,22
E01019846,1,13
E01019846,2,16
E01019846,3,22
E01019847,1,23
E01019847,2,23
E01019847,3,24
E01019848,1,22
E01019848,2,20
E01019848,3,21
E01019850,1,32
E01019850,2,40
E01019850,3,34
E01019851,1,21
E01019851,2,42
E01019851,3,23
E01019852,1,48
E01019852,2,21
E01019852,3,36
E01019853,1,29
E01019853,2,35
E01019853,3,34
E01019854,1,62
E01019854,2,51
E01019854,3,53
E01019855,1,37
E01019855,2,28
E01019855,3,36
E01019856,1,18
E01019856,2,11
E01019856,3,17
E01019857,1,13
E01019857,2,11
E01019857,3,17
E01019858,1,16
E01019858,2,12
E01019858,3,13
E01019859,1,28
E01019859,2,26
E01019859,3,22
E01019860,1,15
E01019860,2,15
E01019860,3,17
E01019861,1,22
E01019861,2,25
E01019861,3,22
E01019862,1,39
E01019862,2,36
E01019862,3,28
E01019863,1,39
E01019863,2,40
E01019863,3,45
E01019864,1,9
E01019864,2,16
E01019864,3,21
E01019865,1,8
E01019865,2,11
E01019865,3,10
E01019866,1,51
E01019866,2,44
E01019866,3,50
E01019867,1,26
E01019867,2,22
E01019867,3,20
E01019868,1,27
E01019868,2,24
E01019868,3,23
E01019869,1,39
E01019869,2,30
E01019869,3,37
E01019870,1,40
E01019870,2,34
E01019870,3,37
E01019871,1,30
E01019871,2,32
E01019871,3,38
E01019872,1,40
E01019872,2,40
E01019872,3,44
E01019873,1,26
E01019873,2,35
E01019873,3,47
E01019874,1,21
E01019874,2,23
E01019874,3,19
E01019875,1,20
E01019875,2,7
E01019875,3,28
E01019876,1,39
E01019876,2,28
E01019876,3,37
E01019877,1,108
E01019877,2,77
E01019877,3,84
E01019878,1,22
E01019878,2,11
E01019878,3,20
E01019879,1,23
E01019879,2,13
E01019879,3,29
E01019880,1,29
E01019880,2,25
E01019880,3,26
E01019881,1,13
E01019881,2,22
E01019881,3,19
E01019882,1,35
E01019882,2,34
E01019882,3,32
E01019883,1,81
E01019883,2,70
E01019883,3,57
E01019885,1,19
E01019885,2,18
E01019885,3,21
E01019886,1,46
E01019886,2,53
E01019886,3,33
E01019887,1,22
E01019887,2,23
E01019887,3,20
E01019888,1,53
E01019888,2,34
E01019888,3,33
E01019889,1,13
E01019889,2,12
E01019889,3,12
E01019890,1,24
E01019890,2,27
E01019890,3,31
E01019891,1,16
E01019891,2,30
E01019891,3,15
E01019892,1,19
E01019892,2,28
E01019892,3,21
E01019893,1,46
E01019893,2,32
E01019893,3,46
E01019894,1,19
E01019894,2,22
E01019894,3,21
E01019895,1,19
E01019895,2,25
E01019895,3,31
E01019896,1,14
E01019896,2,26
E01019896,3,12
E01019897,1,11
E01019897,2,11
E01019897,3,5
E01019898,1,39
E01019898,2,50
E01019898,3,38
E01019899,1,5
E01019899,2,10
E01019899,3,5
E01019900,1,21
E01019900,2,20
E01019900,3,19
E01019901,1,22
E01019901,2,40
E01019901,3,19
E01019902,1,30
E01019902,2,24
E01019902,3,27
E01019903,1,30
E01019903,2,22
E01019903,3,23
E01019904,1,10
E01019904,2,9
E01019904,3,15
E01019905,1,9
E01019905,2,1
E01019905,3,7
E01019906,1,9
E01019906,2,4
E01019906,3,8
E01019907,1,6
E01019907,2,3
E01019907,3,3
E01019908,1,6
E01019908,2,6
E01019908,3,7
E01019909,1,7
E01019909,2,11
E01019909,3,5
E01019910,1,21
E01019910,2,10
E01019910,3,7
E01019911,1,11
E01019911,2,9
E01019911,3,9
E01019912,1,19
E01019912,2,28
E01019912,3,17
E01019913,1,18
E01019913,2,16
E01019913,3,19
E01019914,1,42
E01019914,2,45
E01019914,3,31
E01019915,1,11
E01019915,2,18
E01019915,3,12
E01019916,1,49
E01019916,2,71
E01019916,3,56
E01019917,1,16
E01019917,2,11
E01019917,3,13
E01019918,1,32
E01019918,2,34
E01019918,3,26
E01019919,1,20
E01019919,2,24
E01019919,3,20
E01019920,1,10
E01019920,2,16
E01019920,3,8
E01019921,1,15
E01019921,2,9
E01019921,3,6
E01019922,1,15
E01019922,2,20
E01019922,3,10
E01019923,1,15
E01019923,2,15
E01019923,3,7
E01019924,1,19
E01019924,2,16
E01019924,3,12
E01019925,1,0
E01019925,2,3
E01019925,3,5
E01019927,1,17
E01019927,2,11
E01019927,3,7
E01019928,1,6
E01019928,2,11
E01019928,3,9
E01019929,1,3
E01019929,2,2
E01019929,3,4
E01019930,1,16
E01019930,2,7
E01019930,3,19
E01019931,1,3
E01019931,2,6
E01019931,3,4
E01019932,1,44
